i,archivo,busqueda,categoria_web,ciudad,clase,cp,direccion,latitud,longitud,nombre,subclase
6793,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 tiendas de electrodomesticos.csv,BURGOS,electrodomesticos: asistencia tecnica y reparacion, ,44411,,,0,0,avelectro - reparacion de electrodomesticos,tiendasdeelectrodomesticos
6803,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 tiendas de electrodomesticos.csv,BURGOS,muebles de cocina y bano: establecimientos, ,44411,,,0,0,quijote confort,tiendasdeelectrodomesticos
6813,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45392 .csv,BURGOS,marchantes de arte,villatoro,45392,9006,"burgos, 26",0,0,billares y dardos competicion s.l.,
6821,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44421.csv,BURGOS,jardineria: empresas de servicios,burgos,44421,9006,"ctra. santander, s",0,0,las camelias,
6826,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44813.csv,BURGOS,bolsos: fabricantes y mayoristas, ,44813,,,0,0,azzar complementos,
6884,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45322 regalos.csv,BURGOS,apicultura: materiales y productos,burgos,45322,9001,"ctra. madrid-irun (pol. ind. monte la abadesa), km.243",0,0,apinorte,regalos
6901,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45322 regalos.csv,BURGOS,regalos para invitados: establecimientos,burgos,45322,9007,"pl. santiago, s",0,0,javor,regalos
6907,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45322 regalos.csv,BURGOS,plastico articulos: fabricantes y mayoristas, ,45322,,,0,0,metacrilatoonline,regalos
6908,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45322 regalos.csv,BURGOS,ebanisterias, ,45322,,,0,0,muebles jose martinez,regalos
6914,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45322 regalos.csv,BURGOS,plastico articulos: fabricantes y mayoristas, ,45322,,,0,0,plasticos ferplast s.l.,regalos
6925,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45322 regalos.csv,BURGOS,regalos: establecimientos,burgos,45322,9006,"av. castilla y leon, s",0,0,they,regalos
6931,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 articulos hogas.csv,BURGOS,envases de plastico, ,44229,,,0,0,arcas envases plasticos,articuloshogas
6948,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 articulos hogas.csv,BURGOS,centros comerciales y grandes almacenes, ,44229,,,0,0,el corte ingles,articuloshogas
6954,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 articulos hogas.csv,BURGOS,tendederos,burgos,44229,9007,"pol. ind. naves taglosa, 24",0,0,grupo airesol,articuloshogas
6959,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 articulos hogas.csv,BURGOS,stocks de productos para el hogar out let: tiendas,burgos,44229,9002,"progreso, s",0,0,jing jian ji s.l.u.,articuloshogas
6963,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 articulos hogas.csv,BURGOS,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,metacrilatoonline,articuloshogas
6970,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 articulos hogas.csv,BURGOS,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,plasticos ferplast s.l.,articuloshogas
6971,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 articulos hogas.csv,BURGOS,muebles: establecimientos, ,44229,,,0,0,polque,articuloshogas
6980,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 articulos hogas.csv,BURGOS,floristerias, ,44229,,,0,0,solo rosas,articuloshogas
7003,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44521 carnicerías .csv,BURGOS,carne: mayoristas,burgos,44521,9001,"montes obarenes (pol. ind. villalonquejar), 1",0,0,carnicas burgos,carnicerias
7010,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44521 carnicerías .csv,BURGOS,carnicerias,burgos,44521,9005,"merc. abastos zona norte, 17 - 18",0,0,carniceria berezo,carnicerias
7011,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44521 carnicerías .csv,BURGOS,carnicerias,burgos,44521,9002,"merc. abastos zona sur, pta 6",0,0,carniceria carlos hernando,carnicerias
7013,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44521 carnicerías .csv,BURGOS,carnicerias,burgos,44521,9005,"merc. abastos zona norte, 1",0,0,carniceria gutierrez,carnicerias
7019,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44521 carnicerías .csv,BURGOS,carnicerias,burgos,44521,9005,"merc. abastos zona norte, 35",0,0,carnicerias berezo,carnicerias
7033,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44521 carnicerías .csv,BURGOS,carnicerias,burgos,44521,9002,"merc. abastos zona sur, puesto 5",0,0,hermanos arribas,carnicerias
7039,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44521 carnicerías .csv,BURGOS,centros comerciales y grandes almacenes, ,44521,,,0,0,hipercor,carnicerias
7056,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44521 carnicerías .csv,BURGOS,carnicerias,burgos,44521,9005,"merc. abastos zona norte, 1",0,0,luis javier alonso marijuan,carnicerias
7064,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44521 carnicerías .csv,BURGOS,carnicerias,burgos,44521,9002,"merc. abastos zona sur, 14-16",0,0,maximo porfirio tajadura arnaiz,carnicerias
7071,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44521 carnicerías .csv,BURGOS,carnicerias,burgos,44521,9005,"merc. abastos zona norte, 37",0,0,renes,carnicerias
7075,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44521 carnicerías .csv,BURGOS,carnicerias,burgos,44521,9005,"merc. abastos zona norte, 10",0,0,salvador tajadura martinez,carnicerias
7091,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44413.csv,BURGOS,galvanizados,burgos,44413,9001,"valle de mena (pol. ind. villalonquejar), 8",0,0,e.s.g,
7104,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44413.csv,BURGOS,muebles: establecimientos, ,44413,,,0,0,muebles julian miguel,
7114,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 ladrillos.csv,BURGOS,hormigon: prefabricados, ,44419,,,0,0,prefabricados cogollos,ladrillos
7115,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44221.csv,BURGOS,impermeabilizaciones, ,44221,,,0,0,lotum s.a.,
7126,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45399 piscinas .csv,BURGOS,ventilacion y climatizacion industrial, ,45399,,,0,0,novatub s.l.,piscinas
7131,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,aceitunas y variantes: establecimientos,burgos,44511,9005,"merc. abastos zona norte, 1",0,0,aceitunas y encurtidos vicente gonzalez,tiendasdecomestibles
7151,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,pollerias y hueverias,burgos,44511,9005,"merc. abastos zona norte, 1",0,0,avila hermanos s.a.,tiendasdecomestibles
7153,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,pollerias y hueverias,burgos,44511,9002,"merc. abastos zona sur, 1",0,0,avila hermanos s.a.,tiendasdecomestibles
7161,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,panaderias,villayuda,44511,9007,"pol. ind. gamonal-villayuda, s",0,0,camara,tiendasdecomestibles
7179,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,pollerias y hueverias,burgos,44511,9002,"merc. abastos zona sur, 31",0,0,cooperativa avicola y ganadera de burgos s.cv.,tiendasdecomestibles
7200,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,centros comerciales y grandes almacenes, ,44511,,,0,0,el corte ingles,tiendasdecomestibles
7206,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,aceitunas y variantes: establecimientos,burgos,44511,9002,"merc. abastos zona sur, s",0,0,el olivo,tiendasdecomestibles
7212,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,fruterias,burgos,44511,9005,"merc. abastos zona norte, s",0,0,frutas antonio,tiendasdecomestibles
7221,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,fruterias,burgos,44511,9007,"av. constitucion espanola, 46",0,0,fruteria del alamo,tiendasdecomestibles
7222,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,fruterias,burgos,44511,9005,"merc. abastos zona norte, 1",0,0,fruteria gandia,tiendasdecomestibles
7236,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,centros comerciales y grandes almacenes, ,44511,,,0,0,hipercor,tiendasdecomestibles
7250,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,fruterias,burgos,44511,9005,"merc. abastos zona norte, 1",0,0,la duendecilla,tiendasdecomestibles
7280,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,panaderias,burgos,44511,9007,"av. innovacion, s",0,0,pan comido,tiendasdecomestibles
7315,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,pollerias y hueverias,burgos,44511,9005,"merc. abastos zona norte, 1",0,0,pollerias barrios,tiendasdecomestibles
7316,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,pollerias y hueverias,burgos,44511,9002,"merc. abastos zona sur, 1",0,0,pollerias barrios,tiendasdecomestibles
7347,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 tiendas de comestibles .csv,BURGOS,fruterias,burgos,44511,9002,"merc. abastos zona sur, 1",0,0,verduras de melgar elena,tiendasdecomestibles
7358,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45399 jacuzzi .csv,BURGOS,muebles de cocina y bano: establecimientos, ,45399,,,0,0,quijote confort,jacuzzi
7387,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213.csv,BURGOS,hostal 2 estrellas,burgos,7213,9001,"ctra. madrid-irun (pol. ind. monte la abadesa), km.234",0,0,hostal madrid,
7444,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44111.csv,BURGOS,automoviles: concesionarios,burgos,44111,9195,"ctra. madrid-irun (pol. ind. los pedernales), km 234",0,0,import - movil julian,
7446,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44111.csv,BURGOS,automoviles: concesionarios,burgos,44111,9195,"ctra. madrid-irun (pol. ind. los pedernales), km 234",0,0,julian auto-car s.l.,
7452,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44111.csv,BURGOS,automoviles: concesionarios,burgos,44111,9001,"ctra. madrid-irun (pol. ind. los pedernales), km 234",0,0,sport movil julian,
7453,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44111.csv,BURGOS,automoviles: concesionarios,burgos,44111,9001,"ctra. madrid-irun (pol. ind. monte la abadesa), km 243,1",0,0,suzuki - yenmotor,
7456,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44111.csv,BURGOS,automoviles: concesionarios,burgos,44111,9001,"ctra. madrid-irun (pol. ind. los pedernales), km 234",0,0,tecni - auto julian,
7478,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44522 pescaderias.csv,BURGOS,pescaderias,burgos,44522,9002,"merc. abastos zona sur, 1",0,0,guillermo bravo illana,pescaderias
7479,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44522 pescaderias.csv,BURGOS,centros comerciales y grandes almacenes, ,44522,,,0,0,hipercor,pescaderias
7489,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44522 pescaderias.csv,BURGOS,pescaderias,burgos,44522,9002,"merc. abastos zona sur, 1",0,0,marga,pescaderias
7492,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44522 pescaderias.csv,BURGOS,pescaderias,burgos,44522,9005,"merc. abastos zona norte, 1",0,0,mercedes de domingo marijuan,pescaderias
7498,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44522 pescaderias.csv,BURGOS,pescaderias,burgos,44522,9005,"merc. abastos zona norte, 15",0,0,pedro gomez herrero,pescaderias
7502,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44522 pescaderias.csv,BURGOS,pescaderias,burgos,44522,9005,"merc. abastos zona norte, s",0,0,pescaderia bujedo,pescaderias
7506,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44522 pescaderias.csv,BURGOS,pescaderias,burgos,44522,9005,"merc. abastos zona norte, s",0,0,pescaderia paco,pescaderias
7509,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44522 pescaderias.csv,BURGOS,pescaderias,burgos,44522,9002,"merc. abastos zona sur, 1",0,0,pescado jose,pescaderias
7519,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44522 pescaderias.csv,BURGOS,pescaderias,burgos,44522,9007,"compostela, 15",0,0,venegas seafood s.l.,pescaderias
7529,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45291.csv,BURGOS,centros comerciales y grandes almacenes, ,45291,,,0,0,el corte ingles,
7533,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45291.csv,BURGOS,centros comerciales y grandes almacenes, ,45291,,,0,0,hipercor,
7538,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,carpinteria de aluminio, ,44419,,,0,0,"aluminos trebol, s.c.",cristales
7539,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,envases de plastico, ,44419,,,0,0,arcas envases plasticos,cristales
7542,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,restauradores,burgos,44419,9003,"pl. dr. vara, 3",0,0,artis,cristales
7550,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,cristalerias, ,44419,,,0,0,cristal miranda,cristales
7559,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,excavaciones y movimiento de tierras, ,44419,,,0,0,estruduero,cristales
7560,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,puertas automaticas, ,44419,,,0,0,hormann espana,cristales
7562,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,"cerrajeros, cerrajerias y cerraduras",burgos,44419,,,0,0,jbc reparaciones,cristales
7565,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,plastico articulos: fabricantes y mayoristas, ,44419,,,0,0,metacrilatoonline,cristales
7567,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,plastico articulos: fabricantes y mayoristas, ,44419,,,0,0,plasticos ferplast s.l.,cristales
7569,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,"cerrajeros, cerrajerias y cerraduras", ,44419,,,0,0,reparalia,cristales
7572,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,"cerrajeros, cerrajerias y cerraduras",burgos,44419,,,0,0,solucionamos reparaciones inmediatas,cristales
7574,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,carpinteria de aluminio, ,44419,,,0,0,talleres manso,cristales
7576,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 cristales.csv,BURGOS,"cerrajeros, cerrajerias y cerraduras",burgos,44419,,,0,0,yavoi reparaciones,cristales
7592,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 articulos baños.csv,BURGOS,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,metacrilatoonline,articulosbanos
7595,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 articulos baños.csv,BURGOS,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,plasticos ferplast s.l.,articulosbanos
7611,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45399 toldos .csv,BURGOS,carpinteria de aluminio, ,45399,,,0,0,"aluminos trebol, s.c.",toldos
7612,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45399 toldos .csv,BURGOS,carpinteria de aluminio, ,45399,,,0,0,carpinteria de aluminio tesla,toldos
7613,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45399 toldos .csv,BURGOS,plastico para la industria, ,45399,,,0,0,coplasem,toldos
7621,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44112.csv,BURGOS,desguaces de vehiculos y maquinaria, ,44112,,,0,0,desgrufesa,
7622,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44112.csv,BURGOS,desguaces de vehiculos y maquinaria, ,44112,,,0,0,desguaces eduardo,
7633,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 puertas de garaje.csv,BURGOS,cerramientos y cercados, ,44419,,,0,0,cercados jucar,puertasdegaraje
7639,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 puertas de garaje.csv,BURGOS,puertas automaticas, ,44419,,,0,0,hnos. gomez - hermanos gomez puertas y talleres,puertasdegaraje
7640,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 puertas de garaje.csv,BURGOS,puertas automaticas, ,44419,,,0,0,hormann espana,puertasdegaraje
7642,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 puertas de garaje.csv,BURGOS,madera: almacenes, ,44419,,,0,0,maderas temino,puertasdegaraje
7644,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 puertas de garaje.csv,BURGOS,puertas: fabricantes y mayoristas, ,44419,,,0,0,manusa,puertasdegaraje
7649,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 puertas de garaje.csv,BURGOS,"cerrajeros, cerrajerias y cerraduras", ,44419,,,0,0,reparalia,puertasdegaraje
7677,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44831.csv,BURGOS,joyeria: establecimientos,burgos,44831,9006,"ctra. santander, s",0,0,marjoya,
7693,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44311 electrodomesticos.csv,BURGOS,electrodomesticos: asistencia tecnica y reparacion, ,44311,,,0,0,avelectro - reparacion de electrodomesticos,electrodomesticos
7703,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44311 electrodomesticos.csv,BURGOS,muebles de cocina y bano: establecimientos, ,44311,,,0,0,quijote confort,electrodomesticos
7707,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45399 pancartas .csv,BURGOS,banderas y mastiles, ,45399,,,0,0,banderas aap,pancartas
7716,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45399 lapidas .csv,BURGOS,marmoles y granitos: trabajos, ,45399,,,0,0,granitos y marmoles franco,lapidas
7718,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45399 lapidas .csv,BURGOS,marmoles y granitos: trabajos, ,45399,,,0,0,marmoles y granitos crisamar s.l.,lapidas
7720,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45399 lapidas .csv,BURGOS,marmoles y granitos: trabajos, ,45399,,,0,0,pelegrin marmoles y granitos,lapidas
7728,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 puertas de aluminio.csv,BURGOS,carpinteria de aluminio, ,44419,,,0,0,carpinteria de aluminio tesla,puertasdealuminio
7733,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 puertas de aluminio.csv,BURGOS,puertas automaticas, ,44419,,,0,0,hnos. gomez - hermanos gomez puertas y talleres,puertasdealuminio
7734,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 puertas de aluminio.csv,BURGOS,puertas automaticas, ,44419,,,0,0,hormann espana,puertasdealuminio
7736,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 puertas de aluminio.csv,BURGOS,puertas: fabricantes y mayoristas, ,44419,,,0,0,manusa,puertasdealuminio
7741,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 puertas de aluminio.csv,BURGOS,reformas en general, ,44419,,,0,0,reformas grupo cid,puertasdealuminio
7743,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 puertas de aluminio.csv,BURGOS,carpinteria de aluminio, ,44419,,,0,0,talleres manso,puertasdealuminio
7751,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45121.csv,BURGOS,libros: distribucion, ,45121,,,0,0,elkar,
7807,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44619 dietética .csv,BURGOS,ecologia: productos, ,44619,,,0,0,industria navarra de confiteria,dietetica
7813,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44832.csv,BURGOS,bolsos: fabricantes y mayoristas, ,44832,,,0,0,azzar complementos,
7833,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 supermercados.csv,BURGOS,centros comerciales y grandes almacenes, ,44511,,,0,0,el corte ingles,supermercados
7840,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44511 supermercados.csv,BURGOS,centros comerciales y grandes almacenes, ,44511,,,0,0,hipercor,supermercados
7862,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45311.csv,BURGOS,floristerias, ,45311,,,0,0,alba floristeria,
7876,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44613.csv,BURGOS,opticas,burgos,44613,9006,"av. castilla y leon, s",0,0,castilladecor,
7922,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44131.csv,BURGOS,desguaces de vehiculos y maquinaria, ,44131,,,0,0,desgrufesa,
7923,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44131.csv,BURGOS,desguaces de vehiculos y maquinaria, ,44131,,,0,0,desguaces eduardo,
7931,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44131.csv,BURGOS,radiadores para vehiculos: venta y reparacion,burgos,44131,9007,"pol. ind. pentasa iii, nave 69",0,0,radiadores humienta,
7934,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44131.csv,BURGOS,"automoviles, recambios y accesorios: establecimientos", ,44131,,,0,0,recambios sanz,
7938,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44131.csv,BURGOS,automoviles recambios y accesorios: fabricantes y mayoristas,burgos,44131,9001,"merindad de cuesta urria (pol. villalonquejar), 4",0,0,tecnicas reunidas de automocion,
7958,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45299 repuestos de coche.csv,BURGOS,desguaces de vehiculos y maquinaria, ,45299,,,0,0,desgrufesa,repuestosdecoche
7959,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45299 repuestos de coche.csv,BURGOS,desguaces de vehiculos y maquinaria, ,45299,,,0,0,desguaces eduardo,repuestosdecoche
7961,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45299 repuestos de coche.csv,BURGOS,automoviles recambios y accesorios: establecimientos,burgos,45299,9001,"lopez bravo (pol. ind. villalonquejar), 89",0,0,edscha burgos s.l.,repuestosdecoche
7975,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45299 repuestos de coche.csv,BURGOS,radiadores para vehiculos: venta y reparacion,burgos,45299,9007,"pol. ind. pentasa iii, nave 69",0,0,radiadores humienta,repuestosdecoche
7979,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45299 repuestos de coche.csv,BURGOS,"automoviles, recambios y accesorios: establecimientos", ,45299,,,0,0,recambios sanz,repuestosdecoche
7985,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45299 repuestos de coche.csv,BURGOS,automoviles recambios y accesorios: fabricantes y mayoristas,burgos,45299,9001,"merindad de cuesta urria (pol. villalonquejar), 4",0,0,tecnicas reunidas de automocion,repuestosdecoche
7989,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45299 imprentas.csv,BURGOS,etiquetas: fabricantes y mayoristas, ,45299,,,0,0,etiquetas rapidas s.l.,imprentas
8006,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 suministro de fontaneria.csv,BURGOS,ventilacion y climatizacion industrial, ,44419,,,0,0,novatub s.l.,suministrodefontaneria
8009,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44419 suelo cerámico.csv,BURGOS,azulejos y pavimentos ceramicos: establecimientos, ,44419,,,0,0,azulejos salinero,sueloceramico
8036,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 articulos uso domestico.csv,BURGOS,envases de plastico, ,44411,,,0,0,arcas envases plasticos,articulosusodomestico
8038,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 articulos uso domestico.csv,BURGOS,plastico articulos: fabricantes y mayoristas, ,44411,,,0,0,metacrilatoonline,articulosusodomestico
8039,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 articulos uso domestico.csv,BURGOS,plastico articulos: fabricantes y mayoristas, ,44411,,,0,0,plasticos ferplast s.l.,articulosusodomestico
8050,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 estufas cocinas leña.csv,BURGOS,azulejos y pavimentos ceramicos: establecimientos, ,44229,,,0,0,azulejos salinero,estufascocinaslena
8060,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45431.csv,BURGOS,gasoleo, ,45431,,,0,0,cepsa,
8061,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45431.csv,BURGOS,gasoleo, ,45431,,,0,0,gasoleos vivar del cid,
8062,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45431.csv,BURGOS,gasoleo,burgos,45431,9001,"merindad castilla la vieja (pol. villalonquejar), 21",0,0,gespetrol depositos,
8063,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45431.csv,BURGOS,gasoleo,burgos,45431,9001,"merindad castilla la vieja (pol. villalonquejar), 8",0,0,huidobro de gasoleos s.l.,
8072,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 productos de fontaneria.csv,BURGOS,seguridad: materiales y sistemas, ,44411,,,0,0,micex,productosdefontaneria
8075,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 cristalerías.csv,BURGOS,carpinteria de aluminio, ,44229,,,0,0,"aluminos trebol, s.c.",cristalerias
8080,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 cristalerías.csv,BURGOS,cristalerias, ,44229,,,0,0,cristal miranda,cristalerias
8088,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 cristalerías.csv,BURGOS,excavaciones y movimiento de tierras, ,44229,,,0,0,estruduero,cristalerias
