i,archivo,busqueda,categoria_web,ciudad,clase,cp,direccion,latitud,longitud,nombre,subclase
4825,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7223.csv,SEGOVIA,catering, ,7223,,,0,0,catering lucia y joaquin,
4833,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_articulosdecocina.csv,SEGOVIA,ferreterias,segovia,44229,,,0,0,ferretera segoviana,articulosdecocina
4837,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45399_pancartas.csv,SEGOVIA,banderas y mastiles, ,45399,,,0,0,banderas aap,pancartas
4838,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45399_pancartas.csv,SEGOVIA,rotulos, ,45399,,,0,0,rotulos fic-plast,pancartas
4845,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45322_tiendasderecuerdos.csv,SEGOVIA,recuerdos tipicos: establecimientos,ingenio (gran canaria),45322,35250,"dr. jimenez diaz, 38",0,0,ceferino sanchez hernandez,tiendasderecuerdos
4846,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45322_tiendasderecuerdos.csv,SEGOVIA,guias turisticos e interpretes,gobiendes,45322,33342,"calle antiguas escuelas de gobiendes, 0, s",0,0,centro de interpretacion de la sierra del sueve,tiendasderecuerdos
4850,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45322_tiendasderecuerdos.csv,SEGOVIA,recuerdos tipicos: establecimientos,nueva andalucia,45322,29660,"c. com. cristamar, s",0,0,de aqui a la vejez s.l.,tiendasderecuerdos
4855,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45322_tiendasderecuerdos.csv,SEGOVIA,estaciones de servicio y areas de servicio,barro,45322,36000,"calle san mauro, 0, , s",0,0,estacion de servicio curro,tiendasderecuerdos
4885,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45322_tiendasderecuerdos.csv,SEGOVIA,recuerdos tipicos: establecimientos,irun,45322,20305,"nuevo complejo behobia, 3",0,0,miguel angel de las heras asensio,tiendasderecuerdos
4891,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45322_tiendasderecuerdos.csv,SEGOVIA,estaciones de servicio y areas de servicio,arona (tenerife),45322,38632,"carretera comarcal guaza - las galletas, km 2",0,0,repfraile sl,tiendasderecuerdos
4898,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45322_tiendasderecuerdos.csv,SEGOVIA,recuerdos tipicos: establecimientos,montserrat,45322,46192,"pol. trece, 1412",0,0,souvenir valentia,tiendasderecuerdos
4903,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45322_tiendasderecuerdos.csv,SEGOVIA,recuerdos tipicos: establecimientos,puerto rico,45322,35130,"c. com. europa, s",0,0,tienda tokio,tiendasderecuerdos
4907,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44512_frutossecos.csv,SEGOVIA,vending, ,44512,,,0,0,areas de vending,frutossecos
4914,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45299_repuestosdecasa.csv,SEGOVIA,caravanas y autocaravanas: venta y servicios, ,45299,,,0,0,caravanas jarama s.a.,repuestosdecasa
4917,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45299_repuestosdecasa.csv,SEGOVIA,fontaneria: instalacion y reparacion, ,45299,,,0,0,f.rivilla anaya s.l.,repuestosdecasa
4918,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45299_repuestosdecasa.csv,SEGOVIA,gasoleo, ,45299,,,0,0,gasoleos la sierra,repuestosdecasa
4921,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45399_toldos.csv,SEGOVIA,plastico para la industria, ,45399,,,0,0,coplasem,toldos
4922,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45399_toldos.csv,SEGOVIA,carpas: fabricacion e instalacion,fuentemilanos,45399,40153,"nortes, s",0,0,festikarpa,toldos
4925,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45399_toldos.csv,SEGOVIA,reparaciones del hogar,segovia,45399,,,0,0,reparalia,toldos
4930,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45112.csv,SEGOVIA,jugueterias,segovia,45112,40006,"c. com. luz de castilla, s",0,0,toy planet,
4933,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45399_lapidas.csv,SEGOVIA,funerarias: servicios, ,45399,,,0,0,funeraria santo cristo de la pena,lapidas
4943,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45421.csv,SEGOVIA,vending, ,45421,,,0,0,areas de vending,
4946,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45421.csv,SEGOVIA,estaciones de servicio,segovia,45421,40006,"ctra. san rafael (n-603), s",0,0,ayuca,
4947,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45421.csv,SEGOVIA,compresores: venta y alquiler, ,45421,,,0,0,beco compresores,
4952,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45421.csv,SEGOVIA,ascensores y montacargas: instalacion y reparacion, ,45421,,,0,0,eleser,
4955,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45421.csv,SEGOVIA,fontaneria: instalacion y reparacion, ,45421,,,0,0,f.rivilla anaya s.l.,
4968,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45421.csv,SEGOVIA,carretillas elevadoras: venta y alquiler, ,45421,,,0,0,hispaman,
4977,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45421.csv,SEGOVIA,maquinaria para la construccion,segovia,45421,40006,"ctra. san rafael (n-603), 22",0,0,maquinaria y repuestos industrias nunez s.l.,
5015,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44619_dietetica.csv,SEGOVIA,ecologia: productos, ,44619,,,0,0,industria navarra de confiteria,dietetica
5039,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7212.csv,SEGOVIA,camping 2ª categoria,segovia,7212,40004,"av. d. juan de borbon y battemberg, s",0,0,el acueducto,
5060,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44211.csv,SEGOVIA,ebanisterias, ,44211,,,0,0,maivan ebanistas s.l.,
5062,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44211.csv,SEGOVIA,muebles: establecimientos,segovia,44211,,,0,0,modeled,
5066,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44211.csv,SEGOVIA,muebles: establecimientos, ,44211,,,0,0,muebles hermanos marcos,
5067,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44211.csv,SEGOVIA,muebles: establecimientos, ,44211,,,0,0,muebles polo,
5072,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44211.csv,SEGOVIA,muebles: establecimientos, ,44211,,,0,0,polque,
5076,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45211.csv,SEGOVIA,centros comerciales y grandes almacenes, ,45211,,,0,0,el corte ingles,
5079,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45211.csv,SEGOVIA,grandes almacenes,segovia,45211,40006,"c. com. luz de castilla, s",0,0,eurofiel confeccion s.a.,
5080,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45211.csv,SEGOVIA,centros comerciales y grandes almacenes, ,45211,,,0,0,hipercor,
5085,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_ferreteria.csv,SEGOVIA,ferreterias,segovia,44411,,,0,0,ferretera segoviana,ferreteria
5098,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_articulosdebaño.csv,SEGOVIA,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,metacrilatoonline,articulosdebano
5099,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_articulosdebaño.csv,SEGOVIA,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,plasticos ferplast s.l.,articulosdebano
5109,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44312.csv,SEGOVIA,juegos electronicos y videojuegos: establecimientos,segovia,44312,40006,"pol. ind. el cerro, s",0,0,game,
5130,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44311_aparatoselectronicos.csv,SEGOVIA,puertas: fabricantes y mayoristas, ,44311,,,0,0,manusa,aparatoselectronicos
5133,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44311_aparatoselectronicos.csv,SEGOVIA,seguridad y vigilancia: empresas, ,44311,,,0,0,seguridad integral secoex s.a.,aparatoselectronicos
5134,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44311_aparatoselectronicos.csv,SEGOVIA,acumuladores electricos: fabricantes y mayoristas, ,44311,,,0,0,tecnibat group,aparatoselectronicos
5138,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_suelosceramicos.csv,SEGOVIA,azulejos: fabricantes y mayoristas,hontoria,44419,40195,"pol. ind. hontoria, s",0,0,agrupacion empresarial tabanera s.a.,suelosceramicos
5140,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_suelosceramicos.csv,SEGOVIA,"construccion, materiales: almacenes", ,44419,,,0,0,gorma materiales,suelosceramicos
5182,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44613.csv,SEGOVIA,opticas,segovia,44613,40006,"ctra. madrid, s",0,0,+vision luz castilla,
5197,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44613.csv,SEGOVIA,opticas,segovia,44613,,,0,0,optica damian,
5204,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44131.csv,SEGOVIA,automoviles: concesionarios y agencias,segovia,44131,40000,"avenida segovia, 1, poligono industrial de hontoria",0,0,audi concesionario oficial nunez automocion,
5210,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44131.csv,SEGOVIA,"automoviles, recambios y accesorios: establecimientos", ,44131,,,0,0,recambios sanz,
5215,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44131.csv,SEGOVIA,talleres mecanicos para automoviles, ,44131,,,0,0,talleres y gruas nava,
5217,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45299_catalogoscongresos.csv,SEGOVIA,diseno grafico, ,45299,,,0,0,dandolevueltas diseno s.l.,catalogoscongresos
5218,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45299_catalogoscongresos.csv,SEGOVIA,etiquetas: fabricantes y mayoristas, ,45299,,,0,0,graficas varias s.a.,catalogoscongresos
5249,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45393.csv,SEGOVIA,caravanas y autocaravanas: venta y servicios, ,45393,,,0,0,caravanas jarama s.a.,
5254,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44122_ventademotos.csv,SEGOVIA,talleres mecanicos para automoviles, ,44122,,,0,0,talleres y gruas nava,ventademotos
5286,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_madera.csv,SEGOVIA,carpinteria de madera, ,44411,,,0,0,carpinteria j.i. olmos,madera
5287,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_madera.csv,SEGOVIA,carpinteria de madera,hontoria,44411,40195,"pol. ind. hontoria, parcela 27",0,0,carpinteria jois,madera
5292,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_madera.csv,SEGOVIA,madera: almacenes, ,44411,,,0,0,costina,madera
5297,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_madera.csv,SEGOVIA,ebanisterias,segovia,44411,40006,"ctra. san rafael (n-603), 10",0,0,gabriel pascual benito,madera
5307,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_madera.csv,SEGOVIA,madera: almacenes, ,44411,,,0,0,justo herrero gonzalez,madera
5313,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_madera.csv,SEGOVIA,madera: almacenes, ,44411,,,0,0,maderas julian santa basilisa,madera
5316,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_madera.csv,SEGOVIA,ebanisterias, ,44411,,,0,0,maivan ebanistas s.l.,madera
5321,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_madera.csv,SEGOVIA,puertas de madera, ,44411,,,0,0,molduras cabrero s.l.,madera
5323,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_madera.csv,SEGOVIA,reformas en general, ,44411,,,0,0,reformas pablo piquero,madera
5324,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_madera.csv,SEGOVIA,reparaciones del hogar, ,44411,,,0,0,reparalia,madera
5325,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_madera.csv,SEGOVIA,madera: almacenes, ,44411,,,0,0,tableros sanz,madera
5330,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45399_piscinas.csv,SEGOVIA,construccion: empresas, ,45399,,,0,0,construcciones rodrigo s.l.,piscinas
5331,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45399_piscinas.csv,SEGOVIA,fontaneria: instalacion y reparacion, ,45399,,,0,0,f.rivilla anaya s.l.,piscinas
5334,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45399_piscinas.csv,SEGOVIA,ventilacion y climatizacion industrial, ,45399,,,0,0,novatub s.l.,piscinas
5338,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_puertasdegaraje.csv,SEGOVIA,reformas en general, ,44419,,,0,0,buenos dias buenas noches,puertasdegaraje
5342,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_puertasdegaraje.csv,SEGOVIA,puertas automaticas, ,44419,,,0,0,hnos. gomez - hermanos gomez puertas y talleres,puertasdegaraje
5343,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_puertasdegaraje.csv,SEGOVIA,puertas automaticas, ,44419,,,0,0,hormann espana,puertasdegaraje
5344,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_puertasdegaraje.csv,SEGOVIA,puertas: fabricantes y mayoristas, ,44419,,,0,0,manusa,puertasdegaraje
5347,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_puertasdegaraje.csv,SEGOVIA,reparaciones del hogar, ,44419,,,0,0,reparalia,puertasdegaraje
5356,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7211.csv,SEGOVIA,hotel 4 estrellas,segovia,7211,40004,"av. gerardo diego, s",0,0,candido,
5364,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7211.csv,SEGOVIA,camping 2ª categoria,segovia,7211,40004,"av. d. juan de borbon y battemberg, s",0,0,el acueducto,
5392,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7211.csv,SEGOVIA,hotel 4 estrellas,segovia,7211,40004,"san antonio el real, s",0,0,san antonio,
5400,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45291.csv,SEGOVIA,centros comerciales y grandes almacenes, ,45291,,,0,0,el corte ingles,
5403,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45291.csv,SEGOVIA,grandes almacenes,segovia,45291,40006,"c. com. luz de castilla, s",0,0,eurofiel confeccion s.a.,
5404,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45291.csv,SEGOVIA,centros comerciales y grandes almacenes, ,45291,,,0,0,hipercor,
5409,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_puertasdealuminio.csv,SEGOVIA,cerramientos y cercados, ,44419,,,0,0,ceyplan,puertasdealuminio
5410,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_puertasdealuminio.csv,SEGOVIA,puertas automaticas, ,44419,,,0,0,hnos. gomez - hermanos gomez puertas y talleres,puertasdealuminio
5411,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_puertasdealuminio.csv,SEGOVIA,puertas automaticas, ,44419,,,0,0,hormann espana,puertasdealuminio
5412,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_puertasdealuminio.csv,SEGOVIA,puertas: fabricantes y mayoristas, ,44419,,,0,0,manusa,puertasdealuminio
5414,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45111.csv,SEGOVIA,deportes: establecimientos,segovia,45111,40006,"pol. ind. el cerro, s",0,0,decimas,
5417,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45111.csv,SEGOVIA,centros comerciales y grandes almacenes, ,45111,,,0,0,el corte ingles,
5441,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44612_productoscosmeticos.csv,SEGOVIA,peluqueria: suministros, ,44612,,,0,0,ramos & epi,productoscosmeticos
5442,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44132.csv,SEGOVIA,automoviles: concesionarios y agencias,segovia,44132,40000,"avenida segovia, 1, poligono industrial de hontoria",0,0,audi concesionario oficial nunez automocion,
5456,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44132.csv,SEGOVIA,neumaticos: fabricantes y mayoristas, ,44132,,,0,0,vianeumaticos.com,
5457,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44719.csv,SEGOVIA,estaciones de servicio,segovia,44719,40006,"ctra. san rafael (n-603), s",0,0,ayuca,
5458,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44719.csv,SEGOVIA,gasoleo, ,44719,,,0,0,carburantes reques s.l.u.,
5460,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44719.csv,SEGOVIA,estaciones de servicio,segovia,44719,40006,"ctra. san rafael (n-603), 5",0,0,cedipsa - grupo cepsa,
5461,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44719.csv,SEGOVIA,empresas constructoras,zamarramala,44719,40196,"ctra. arevalo (cl-605), 56",0,0,conalber,
5462,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44719.csv,SEGOVIA,gas natural, ,44719,,,0,0,gas de repsol,
5463,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44719.csv,SEGOVIA,gasoleo, ,44719,,,0,0,gasoleos la sierra,
5471,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44719.csv,SEGOVIA,estaciones de servicio,segovia,44719,40006,"ctra. san rafael (n-603), s",0,0,verdemonte,
5473,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44815.csv,SEGOVIA,centros comerciales y grandes almacenes, ,44815,,,0,0,el corte ingles,
5477,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44411_herramientas.csv,AVILA,electricidad: instalaciones industriales,avila,44411,,,0,0,diego diez montajes electricos,herramientas
5482,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229.csv,AVILA,"construccion, materiales: almacenes", ,44229,,,0,0,garzon materiales de construccion,
5484,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229.csv,AVILA,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,metacrilatoonline,
5485,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229.csv,AVILA,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,plasticos ferplast s.l.,
5501,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44131.csv,AVILA,automoviles recambios y accesorios: fabricantes y mayoristas,avila,44131,5004,"ii fase (pol. ind. hervencias), parcela 49-50",0,0,lear,
5518,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44521.csv,AVILA,carnicerias,avila,44521,5002,"las eras, 14",0,0,alimentaria diaz moran c.b.,
5523,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44521.csv,AVILA,carnicerias,avila,44521,5001,"merc. abastos, 24",0,0,carnicas celes,
5543,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44521.csv,AVILA,centros comerciales y grandes almacenes, ,44521,,,0,0,hipercor,
5552,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44521.csv,AVILA,carnicerias,avila,44521,5001,"merc. abastos, s",0,0,juan jose jimenez garcia,
5562,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44523.csv,AVILA,fruterias,avila,44523,5001,"merc. abastos, s",0,0,frutas vergara,
5565,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44523.csv,AVILA,centros comerciales y grandes almacenes, ,44523,,,0,0,hipercor,
5572,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44523.csv,AVILA,fruterias,brieva-vicolozano,44523,5194,"ctra. vicolozano-brieva, 28",0,0,peladas avila s.l.,
5573,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44531.csv,AVILA,bodegas: produccion de vino, ,44531,,,0,0,benito blazquez e hijos s.a,
5577,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229_cristalerias.csv,AVILA,reformas en general, ,44229,,,0,0,buenos dias buenas noches,cristalerias
5578,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229_cristalerias.csv,AVILA,cristalerias,avila,44229,5004,"ii fase (pol. ind. hervencias), parc 56",0,0,cristaleria abulense s.l.,cristalerias
5588,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229_cristalerias.csv,AVILA,reparaciones del hogar, ,44229,,,0,0,reparalia,cristalerias
5605,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44411_madera.csv,AVILA,madera: almacenes, ,44411,,,0,0,costina,madera
5606,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44411_madera.csv,AVILA,reformas en general, ,44411,,,0,0,drekaro,madera
5612,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44411_madera.csv,AVILA,madera: almacenes, ,44411,,,0,0,madeluis,madera
5614,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44411_madera.csv,AVILA,madera articulos: fabricantes y mayoristas, ,44411,,,0,0,maderas garcia jara,madera
5616,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44411_madera.csv,AVILA,ebanisterias, ,44411,,,0,0,maivan ebanistas s.l.,madera
5622,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44411_madera.csv,AVILA,reparaciones del hogar, ,44411,,,0,0,reparalia,madera
5625,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44411_madera.csv,AVILA,madera: almacenes, ,44411,,,0,0,tableros sanz,madera
5626,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44411_suministros jardines y cesped.csv,AVILA,limpieza: empresas, ,44411,,,0,0,ics group,suministrosjardinesycesped
5665,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229_articuloshogar.csv,AVILA,envases de plastico, ,44229,,,0,0,arcas envases plasticos,articuloshogar
5669,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229_articuloshogar.csv,AVILA,centros comerciales y grandes almacenes, ,44229,,,0,0,el corte ingles,articuloshogar
5680,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229_articuloshogar.csv,AVILA,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,metacrilatoonline,articuloshogar
5683,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229_articuloshogar.csv,AVILA,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,plasticos ferplast s.l.,articuloshogar
5684,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229_articuloshogar.csv,AVILA,muebles: establecimientos, ,44229,,,0,0,polque,articuloshogar
5687,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229_articuloshogar.csv,AVILA,floristerias, ,44229,,,0,0,solo rosas,articuloshogar
5689,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44211.csv,AVILA,muebles: establecimientos, ,44211,,,0,0,abside saucedo rosello s.l.,
5706,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44211.csv,AVILA,"construccion, materiales: almacenes", ,44211,,,0,0,garzon materiales de construccion,
5710,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44211.csv,AVILA,ebanisterias, ,44211,,,0,0,maivan ebanistas s.l.,
5715,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44211.csv,AVILA,muebles: establecimientos,avila,44211,5004,"iii fase (pol. ind. hervencias), s",0,0,muebles marcos,
5718,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44211.csv,AVILA,muebles: establecimientos, ,44211,,,0,0,polque,
5723,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229_estufascocinaleña.csv,AVILA,azulejos y pavimentos ceramicos: establecimientos,avila,44229,,,0,0,cerajisa s.l.,estufascocinalena
5730,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44619_dietetica.csv,AVILA,ecologia: productos, ,44619,,,0,0,industria navarra de confiteria,dietetica
5733,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44619_dietetica.csv,AVILA,laboratorios de analisis alimentarios, ,44619,,,0,0,nabla 2000,dietetica
5735,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229_tiendasdemarcas.csv,AVILA,banderas y mastiles, ,44229,,,0,0,banderas aap,tiendasdemarcas
5737,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44229_tiendasdemarcas.csv,AVILA,etiquetas: fabricantes y mayoristas, ,44229,,,0,0,graficas varias s.a.,tiendasdemarcas
5739,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44619_audifonos.csv,AVILA,audifonos y protesis auditivas,avila,44619,,,0,0,gaes,audifonos
5752,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44511_tiendasdecomestibles.csv,AVILA,pollerias y hueverias,avila,44511,5001,"merc. abastos, s",0,0,aves vazquez s.l.,tiendasdecomestibles
5756,./CYL/DESCARGAR CATCHPAGE AVILA/AVILA_44511_tiendasdecomestibles.csv,AVILA,supermercados e hipermercados,avila,44511,5004,"urb. zurra, 2",0,0,carrefour,tiendasdecomestibles
